Metodo 9 -> Tamanho 3, Jan: 3x3, Val(x,y): 1x1, BH: 2, TS: 3,  TPR: 55.11%, FPR: 1.63%, ACC: 95.09%
Metodo 9 -> Tamanho 3, Jan: 9x9, Val(x,y): 3x3, BH: 2, TS: 5,  TPR: 6.18%, FPR: 0.01%, ACC: 92.88%
Metodo 9 -> Tamanho 3, Jan: 9x9, Val(x,y): 4x4, BH: 2, TS: 3,  TPR: 13.32%, FPR: 0.04%, ACC: 93.39%
Metodo 9 -> Tamanho 3, Jan: 9x9, Val(x,y): 4x4, BH: 2, TS: 4,  TPR: 7.24%, FPR: 0.01%, ACC: 92.95%
Metodo 9 -> Tamanho 3, Jan: 9x9, Val(x,y): 4x4, BH: 2, TS: 5,  TPR: 3.78%, FPR: 0.00%, ACC: 92.70%
Metodo 9 -> Tamanho 5, Jan: 3x3, Val(x,y): 1x1, BH: 2, TS: 3,  TPR: 83.04%, FPR: 6.77%, ACC: 92.45%
Metodo 9 -> Tamanho 5, Jan: 3x3, Val(x,y): 1x1, BH: 2, TS: 4,  TPR: 78.13%, FPR: 4.39%, ACC: 94.29%
Metodo 9 -> Tamanho 5, Jan: 3x3, Val(x,y): 1x1, BH: 2, TS: 5,  TPR: 72.09%, FPR: 3.00%, ACC: 95.11%
Metodo 9 -> Tamanho 5, Jan: 3x3, Val(x,y): 2x2, BH: 2, TS: 3,  TPR: 82.60%, FPR: 6.46%, ACC: 92.71%
Metodo 9 -> Tamanho 5, Jan: 3x3, Val(x,y): 2x2, BH: 2, TS: 4,  TPR: 76.85%, FPR: 4.24%, ACC: 94.33%
Metodo 9 -> Tamanho 5, Jan: 3x3, Val(x,y): 2x2, BH: 2, TS: 5,  TPR: 71.66%, FPR: 2.94%, ACC: 95.13%
Metodo 9 -> Tamanho 5, Jan: 3x3, Val(x,y): 3x3, BH: 2, TS: 3,  TPR: 82.48%, FPR: 6.41%, ACC: 92.74%
Metodo 9 -> Tamanho 5, Jan: 3x3, Val(x,y): 3x3, BH: 2, TS: 4,  TPR: 76.75%, FPR: 4.21%, ACC: 94.34%
Metodo 9 -> Tamanho 5, Jan: 3x3, Val(x,y): 3x3, BH: 2, TS: 5,  TPR: 71.56%, FPR: 2.92%, ACC: 95.14%
Metodo 9 -> Tamanho 5, Jan: 3x3, Val(x,y): 4x4, BH: 2, TS: 3,  TPR: 82.28%, FPR: 6.27%, ACC: 92.86%
Metodo 9 -> Tamanho 5, Jan: 3x3, Val(x,y): 4x4, BH: 2, TS: 4,  TPR: 76.46%, FPR: 4.08%, ACC: 94.44%
Metodo 9 -> Tamanho 5, Jan: 3x3, Val(x,y): 4x4, BH: 2, TS: 5,  TPR: 70.98%, FPR: 2.82%, ACC: 95.19%
Metodo 9 -> Tamanho 5, Jan: 5x5, Val(x,y): 1x1, BH: 2, TS: 3,  TPR: 81.23%, FPR: 5.72%, ACC: 93.29%
Metodo 9 -> Tamanho 5, Jan: 5x5, Val(x,y): 1x1, BH: 2, TS: 4,  TPR: 75.18%, FPR: 3.82%, ACC: 94.59%
Metodo 9 -> Tamanho 5, Jan: 5x5, Val(x,y): 1x1, BH: 2, TS: 5,  TPR: 69.64%, FPR: 2.66%, ACC: 95.24%
Metodo 9 -> Tamanho 5, Jan: 5x5, Val(x,y): 2x2, BH: 2, TS: 3,  TPR: 77.57%, FPR: 4.67%, ACC: 93.98%
Metodo 9 -> Tamanho 5, Jan: 5x5, Val(x,y): 2x2, BH: 2, TS: 4,  TPR: 70.67%, FPR: 3.18%, ACC: 94.84%
Metodo 9 -> Tamanho 5, Jan: 5x5, Val(x,y): 2x2, BH: 2, TS: 5,  TPR: 64.71%, FPR: 2.27%, ACC: 95.22%
Metodo 9 -> Tamanho 5, Jan: 5x5, Val(x,y): 3x3, BH: 2, TS: 3,  TPR: 76.76%, FPR: 4.62%, ACC: 93.97%
Metodo 9 -> Tamanho 5, Jan: 5x5, Val(x,y): 3x3, BH: 2, TS: 4,  TPR: 69.65%, FPR: 3.13%, ACC: 94.80%
Metodo 9 -> Tamanho 5, Jan: 5x5, Val(x,y): 3x3, BH: 2, TS: 5,  TPR: 63.55%, FPR: 2.23%, ACC: 95.17%
Metodo 9 -> Tamanho 5, Jan: 5x5, Val(x,y): 4x4, BH: 2, TS: 3,  TPR: 76.39%, FPR: 4.53%, ACC: 94.03%
Metodo 9 -> Tamanho 5, Jan: 5x5, Val(x,y): 4x4, BH: 2, TS: 4,  TPR: 69.02%, FPR: 3.09%, ACC: 94.80%
Metodo 9 -> Tamanho 5, Jan: 5x5, Val(x,y): 4x4, BH: 2, TS: 5,  TPR: 63.24%, FPR: 2.21%, ACC: 95.17%
Metodo 9 -> Tamanho 5, Jan: 7x7, Val(x,y): 1x1, BH: 2, TS: 3,  TPR: 80.77%, FPR: 5.56%, ACC: 93.40%
Metodo 9 -> Tamanho 5, Jan: 7x7, Val(x,y): 1x1, BH: 2, TS: 4,  TPR: 75.00%, FPR: 3.72%, ACC: 94.67%
Metodo 9 -> Tamanho 5, Jan: 7x7, Val(x,y): 1x1, BH: 2, TS: 5,  TPR: 69.01%, FPR: 2.58%, ACC: 95.26%
Metodo 9 -> Tamanho 5, Jan: 7x7, Val(x,y): 2x2, BH: 2, TS: 3,  TPR: 73.12%, FPR: 4.00%, ACC: 94.26%
Metodo 9 -> Tamanho 5, Jan: 7x7, Val(x,y): 2x2, BH: 2, TS: 4,  TPR: 65.95%, FPR: 2.70%, ACC: 94.92%
Metodo 9 -> Tamanho 5, Jan: 7x7, Val(x,y): 2x2, BH: 2, TS: 5,  TPR: 59.44%, FPR: 1.90%, ACC: 95.17%
Metodo 9 -> Tamanho 5, Jan: 7x7, Val(x,y): 3x3, BH: 2, TS: 3,  TPR: 69.65%, FPR: 3.60%, ACC: 94.38%
Metodo 9 -> Tamanho 5, Jan: 7x7, Val(x,y): 3x3, BH: 2, TS: 4,  TPR: 61.98%, FPR: 2.42%, ACC: 94.88%
Metodo 9 -> Tamanho 5, Jan: 7x7, Val(x,y): 3x3, BH: 2, TS: 5,  TPR: 55.04%, FPR: 1.67%, ACC: 95.04%
Metodo 9 -> Tamanho 5, Jan: 7x7, Val(x,y): 4x4, BH: 2, TS: 3,  TPR: 68.38%, FPR: 3.48%, ACC: 94.39%
Metodo 9 -> Tamanho 5, Jan: 7x7, Val(x,y): 4x4, BH: 2, TS: 4,  TPR: 60.53%, FPR: 2.34%, ACC: 94.84%
Metodo 9 -> Tamanho 5, Jan: 7x7, Val(x,y): 4x4, BH: 2, TS: 5,  TPR: 53.48%, FPR: 1.62%, ACC: 94.97%
Metodo 9 -> Tamanho 5, Jan: 9x9, Val(x,y): 1x1, BH: 2, TS: 3,  TPR: 80.77%, FPR: 5.56%, ACC: 93.40%
Metodo 9 -> Tamanho 5, Jan: 9x9, Val(x,y): 1x1, BH: 2, TS: 4,  TPR: 75.00%, FPR: 3.72%, ACC: 94.67%
Metodo 9 -> Tamanho 5, Jan: 9x9, Val(x,y): 1x1, BH: 2, TS: 5,  TPR: 69.01%, FPR: 2.58%, ACC: 95.26%
Metodo 9 -> Tamanho 5, Jan: 9x9, Val(x,y): 2x2, BH: 2, TS: 3,  TPR: 70.10%, FPR: 3.50%, ACC: 94.50%
Metodo 9 -> Tamanho 5, Jan: 9x9, Val(x,y): 2x2, BH: 2, TS: 4,  TPR: 62.52%, FPR: 2.35%, ACC: 94.99%
Metodo 9 -> Tamanho 5, Jan: 9x9, Val(x,y): 2x2, BH: 2, TS: 5,  TPR: 55.67%, FPR: 1.61%, ACC: 95.15%
Metodo 9 -> Tamanho 5, Jan: 9x9, Val(x,y): 3x3, BH: 2, TS: 3,  TPR: 62.58%, FPR: 2.78%, ACC: 94.59%
Metodo 9 -> Tamanho 5, Jan: 9x9, Val(x,y): 3x3, BH: 2, TS: 4,  TPR: 54.50%, FPR: 1.82%, ACC: 94.86%
Metodo 9 -> Tamanho 5, Jan: 9x9, Val(x,y): 3x3, BH: 2, TS: 5,  TPR: 46.47%, FPR: 1.19%, ACC: 94.84%
Metodo 9 -> Tamanho 5, Jan: 9x9, Val(x,y): 4x4, BH: 2, TS: 3,  TPR: 58.70%, FPR: 2.47%, ACC: 94.59%
Metodo 9 -> Tamanho 5, Jan: 9x9, Val(x,y): 4x4, BH: 2, TS: 4,  TPR: 49.90%, FPR: 1.58%, ACC: 94.74%
Metodo 9 -> Tamanho 5, Jan: 9x9, Val(x,y): 4x4, BH: 2, TS: 5,  TPR: 41.49%, FPR: 1.00%, ACC: 94.64%
Metodo 9 -> Tamanho 7, Jan: 3x3, Val(x,y): 1x1, BH: 2, TS: 3,  TPR: 88.39%, FPR: 12.83%, ACC: 87.26%
Metodo 9 -> Tamanho 7, Jan: 3x3, Val(x,y): 1x1, BH: 2, TS: 4,  TPR: 82.54%, FPR: 8.30%, ACC: 91.00%
Metodo 9 -> Tamanho 7, Jan: 3x3, Val(x,y): 1x1, BH: 2, TS: 5,  TPR: 78.03%, FPR: 5.73%, ACC: 93.04%
Metodo 9 -> Tamanho 7, Jan: 3x3, Val(x,y): 2x2, BH: 2, TS: 3,  TPR: 88.19%, FPR: 12.10%, ACC: 87.93%
Metodo 9 -> Tamanho 7, Jan: 3x3, Val(x,y): 2x2, BH: 2, TS: 4,  TPR: 81.81%, FPR: 7.90%, ACC: 91.32%
Metodo 9 -> Tamanho 7, Jan: 3x3, Val(x,y): 2x2, BH: 2, TS: 5,  TPR: 76.51%, FPR: 5.52%, ACC: 93.11%
Metodo 9 -> Tamanho 7, Jan: 3x3, Val(x,y): 3x3, BH: 2, TS: 3,  TPR: 88.10%, FPR: 12.00%, ACC: 88.00%
Metodo 9 -> Tamanho 7, Jan: 3x3, Val(x,y): 3x3, BH: 2, TS: 4,  TPR: 81.76%, FPR: 7.85%, ACC: 91.36%
Metodo 9 -> Tamanho 7, Jan: 3x3, Val(x,y): 3x3, BH: 2, TS: 5,  TPR: 76.34%, FPR: 5.51%, ACC: 93.12%
Metodo 9 -> Tamanho 7, Jan: 3x3, Val(x,y): 4x4, BH: 2, TS: 3,  TPR: 86.79%, FPR: 11.68%, ACC: 88.21%
Metodo 9 -> Tamanho 7, Jan: 3x3, Val(x,y): 4x4, BH: 2, TS: 4,  TPR: 82.12%, FPR: 7.66%, ACC: 91.56%
Metodo 9 -> Tamanho 7, Jan: 3x3, Val(x,y): 4x4, BH: 2, TS: 5,  TPR: 76.98%, FPR: 5.35%, ACC: 93.31%
Metodo 9 -> Tamanho 7, Jan: 5x5, Val(x,y): 1x1, BH: 2, TS: 3,  TPR: 87.22%, FPR: 10.70%, ACC: 89.15%
Metodo 9 -> Tamanho 7, Jan: 5x5, Val(x,y): 1x1, BH: 2, TS: 4,  TPR: 80.98%, FPR: 7.06%, ACC: 92.03%
Metodo 9 -> Tamanho 7, Jan: 5x5, Val(x,y): 1x1, BH: 2, TS: 5,  TPR: 76.16%, FPR: 5.03%, ACC: 93.54%
Metodo 9 -> Tamanho 7, Jan: 5x5, Val(x,y): 2x2, BH: 2, TS: 3,  TPR: 82.22%, FPR: 8.24%, ACC: 91.03%
Metodo 9 -> Tamanho 7, Jan: 5x5, Val(x,y): 2x2, BH: 2, TS: 4,  TPR: 76.61%, FPR: 5.76%, ACC: 92.90%
Metodo 9 -> Tamanho 7, Jan: 5x5, Val(x,y): 2x2, BH: 2, TS: 5,  TPR: 70.94%, FPR: 4.20%, ACC: 93.91%
Metodo 9 -> Tamanho 7, Jan: 5x5, Val(x,y): 3x3, BH: 2, TS: 3,  TPR: 81.68%, FPR: 8.05%, ACC: 91.17%
Metodo 9 -> Tamanho 7, Jan: 5x5, Val(x,y): 3x3, BH: 2, TS: 4,  TPR: 76.33%, FPR: 5.66%, ACC: 92.97%
Metodo 9 -> Tamanho 7, Jan: 5x5, Val(x,y): 3x3, BH: 2, TS: 5,  TPR: 71.11%, FPR: 4.18%, ACC: 93.94%
Metodo 9 -> Tamanho 7, Jan: 5x5, Val(x,y): 4x4, BH: 2, TS: 3,  TPR: 81.12%, FPR: 7.89%, ACC: 91.28%
Metodo 9 -> Tamanho 7, Jan: 5x5, Val(x,y): 4x4, BH: 2, TS: 4,  TPR: 75.63%, FPR: 5.57%, ACC: 93.01%
Metodo 9 -> Tamanho 7, Jan: 5x5, Val(x,y): 4x4, BH: 2, TS: 5,  TPR: 69.66%, FPR: 4.10%, ACC: 93.91%
Metodo 9 -> Tamanho 7, Jan: 7x7, Val(x,y): 1x1, BH: 2, TS: 3,  TPR: 86.84%, FPR: 10.35%, ACC: 89.44%
Metodo 9 -> Tamanho 7, Jan: 7x7, Val(x,y): 1x1, BH: 2, TS: 4,  TPR: 80.01%, FPR: 6.80%, ACC: 92.20%
Metodo 9 -> Tamanho 7, Jan: 7x7, Val(x,y): 1x1, BH: 2, TS: 5,  TPR: 74.64%, FPR: 4.90%, ACC: 93.55%
Metodo 9 -> Tamanho 7, Jan: 7x7, Val(x,y): 2x2, BH: 2, TS: 3,  TPR: 79.02%, FPR: 7.14%, ACC: 91.81%
Metodo 9 -> Tamanho 7, Jan: 7x7, Val(x,y): 2x2, BH: 2, TS: 4,  TPR: 73.19%, FPR: 5.11%, ACC: 93.24%
Metodo 9 -> Tamanho 7, Jan: 7x7, Val(x,y): 2x2, BH: 2, TS: 5,  TPR: 67.64%, FPR: 3.77%, ACC: 94.06%
Metodo 9 -> Tamanho 7, Jan: 7x7, Val(x,y): 3x3, BH: 2, TS: 3,  TPR: 76.37%, FPR: 6.61%, ACC: 92.10%
Metodo 9 -> Tamanho 7, Jan: 7x7, Val(x,y): 3x3, BH: 2, TS: 4,  TPR: 69.93%, FPR: 4.75%, ACC: 93.33%
Metodo 9 -> Tamanho 7, Jan: 7x7, Val(x,y): 3x3, BH: 2, TS: 5,  TPR: 64.15%, FPR: 3.54%, ACC: 94.01%
Metodo 9 -> Tamanho 7, Jan: 7x7, Val(x,y): 4x4, BH: 2, TS: 3,  TPR: 75.35%, FPR: 6.51%, ACC: 92.11%
Metodo 9 -> Tamanho 7, Jan: 7x7, Val(x,y): 4x4, BH: 2, TS: 4,  TPR: 69.08%, FPR: 4.68%, ACC: 93.33%
Metodo 9 -> Tamanho 7, Jan: 7x7, Val(x,y): 4x4, BH: 2, TS: 5,  TPR: 63.57%, FPR: 3.54%, ACC: 93.97%
Metodo 9 -> Tamanho 7, Jan: 9x9, Val(x,y): 1x1, BH: 2, TS: 3,  TPR: 86.84%, FPR: 10.35%, ACC: 89.44%
Metodo 9 -> Tamanho 7, Jan: 9x9, Val(x,y): 1x1, BH: 2, TS: 4,  TPR: 80.01%, FPR: 6.80%, ACC: 92.20%
Metodo 9 -> Tamanho 7, Jan: 9x9, Val(x,y): 1x1, BH: 2, TS: 5,  TPR: 74.64%, FPR: 4.90%, ACC: 93.55%
Metodo 9 -> Tamanho 7, Jan: 9x9, Val(x,y): 2x2, BH: 2, TS: 3,  TPR: 76.73%, FPR: 6.56%, ACC: 92.18%
Metodo 9 -> Tamanho 7, Jan: 9x9, Val(x,y): 2x2, BH: 2, TS: 4,  TPR: 70.29%, FPR: 4.67%, ACC: 93.43%
Metodo 9 -> Tamanho 7, Jan: 9x9, Val(x,y): 2x2, BH: 2, TS: 5,  TPR: 64.44%, FPR: 3.46%, ACC: 94.11%
Metodo 9 -> Tamanho 7, Jan: 9x9, Val(x,y): 3x3, BH: 2, TS: 3,  TPR: 71.91%, FPR: 5.87%, ACC: 92.44%
Metodo 9 -> Tamanho 7, Jan: 9x9, Val(x,y): 3x3, BH: 2, TS: 4,  TPR: 65.39%, FPR: 4.23%, ACC: 93.47%
Metodo 9 -> Tamanho 7, Jan: 9x9, Val(x,y): 3x3, BH: 2, TS: 5,  TPR: 58.96%, FPR: 3.14%, ACC: 93.98%
Metodo 9 -> Tamanho 7, Jan: 9x9, Val(x,y): 4x4, BH: 2, TS: 3,  TPR: 69.34%, FPR: 5.62%, ACC: 92.48%
Metodo 9 -> Tamanho 7, Jan: 9x9, Val(x,y): 4x4, BH: 2, TS: 4,  TPR: 62.70%, FPR: 4.06%, ACC: 93.42%
Metodo 9 -> Tamanho 7, Jan: 9x9, Val(x,y): 4x4, BH: 2, TS: 5,  TPR: 56.51%, FPR: 3.00%, ACC: 93.93%
